furniture_id,furniture_description,furniture_class,furniture_type,furniture_location,furniture_latitude,furniture_longitude
1618557,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Coventry Street between St Kilda Road and Wells Street approximately 61m East of One Tree Defence Childcare Unit Coventry, 32 Coventry Street, Southbank, 3006",-37.828812415571065, 144.97035057899328
1618756,Seat - Metal Bench,Outdoor Furniture,Seat,"Collins Street between Exhibition Street and Russell Street approximately 5m NW of European Watch Gallery, Ground, 83 Collins Street, Melbourne, 3000",-37.814309067672085, 144.97093597936393
1618757,Seat - Metal Bench,Outdoor Furniture,Seat,"Collins Street between Exhibition Street and Russell Street approximately 25m West of Aesop, Ground, 87 Collins Street, Melbourne, 3000",-37.814421172851794, 144.97055418373805
1618759,Seat - Metal Bench,Outdoor Furniture,Seat,"Collins Street between Exhibition Street and Russell Street approximately 7m NE of Bally, Ground, 107 Collins Street, Melbourne, 3000",-37.814489362015934, 144.9703171742237
1618762,Seat - Metal Bench,Outdoor Furniture,Seat,"Collins Street between Exhibition Street and Russell Street approximately 27m SE of St Michael's Uniting Church, St Michaels Uniting Church, 122-136 Collins Street, Melbourne, 3000",-37.81471835861684, 144.96953356778124
1618771,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Clarendon Street between Spencer Street Bridge and Whiteman Street approximately 88m West of The Pub At Crown, Casino, 8 Whiteman Street, Southbank, 3006",-37.82359679326721, 144.95640004910751
1618893,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Melrose Street and Dryburgh Street approximately 7m NE of 359A Flemington Road, North Melbourne, 3051",-37.79054860225734, 144.94324065930977
1618911,"Litter Bin - Stainless Steel 80 L Litter Bin, Old Docklands Type",Outdoor Furniture,Litter Bin,"Harbour Esplanade between Bourke Street and La Trobe Street approximately 20m South of Bendigo And Adelaide Bank Limited, Ground, Level 1, Pt Lvl 4 & Lvls 2-6 & 7-8, 120 Harbour Esplanade, Docklands, 3008",-37.81780579014472, 144.94631237718232
1618912,"Litter Bin - Stainless Steel 80 L Recycling Bin, Old Docklands Type",Outdoor Furniture,Litter Bin,"Harbour Esplanade between Bourke Street and La Trobe Street approximately 21m South of Bendigo And Adelaide Bank Limited, Ground, Level 1, Pt Lvl 4 & Lvls 2-6 & 7-8, 120 Harbour Esplanade, Docklands, 3008",-37.81780885661327, 144.9463125193905
1631168,Seat - Straight Seat - Wooden Battens - Type 2 - Cardigan Street Park,Outdoor Furniture,Seat,"Cardigan Street Park approximately 17m NW of Melbourne Community Toy Library Inc, 469 Cardigan Street, Carlton, 3053",-37.79434600545785, 144.96619327498925
1631169,Seat - Straight Seat - Wooden Battens - Type 2 - Cardigan Street Park,Outdoor Furniture,Seat,"Cardigan Street Park approximately 20m West of Melbourne Community Toy Library Inc, 469 Cardigan Street, Carlton, 3053",-37.7944177371809, 144.96611487895663
1631170,Picnic Setting - Urban Design Style - Cardigan Street Park,Outdoor Furniture,Picnic Setting,"Cardigan Street Park approximately 18m NW of Melbourne Community Toy Library Inc, 469 Cardigan Street, Carlton, 3053",-37.794307532531136, 144.96624588823647
1075371,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Leicester Street and Grattan Street approximately 14m North of Graduate Union Of The University Of Melbourne Inc, 230-234 Leicester Street, Carlton, 3053",-37.80020531550738, 144.96118128347783
1631350,Litter Bin - Steel 80 L Litter Bin - Fawkner Park,Outdoor Furniture,Litter Bin,"Fawkner Park approximately 49m West of 38 Park Place, South Yarra, 3141",-37.83964710632902, 144.98476851779242
1631351,Litter Bin - Steel 80 L Recycling Bin - Fawkner Park,Outdoor Furniture,Litter Bin,"Fawkner Park approximately 48m West of 34 Park Place, South Yarra, 3141",-37.839669524788754, 144.98477256659515
1631437,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flinders Street between Spring Street and Exhibition Street approximately 5m South of Robata, 72 Flinders Street, Melbourne, 3000",-37.81584885835012, 144.9725339359323
1631438,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Bottle Refill Tap,Outdoor Furniture,Drinking Fountain,"Grey Street between Darling Street and Simpson Street approximately 28m South of 62 Grey Street, East Melbourne, 3002",-37.81232314728076, 144.98893301349375
1631470,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Lonsdale Street between William Street and King Street approximately 3m South of 562 Lonsdale Street, Melbourne, 3000",-37.814056547268684, 144.9557168094807
1632891,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flinders Street between Exhibition Street and Russell Street approximately 14m SW of The Duke Of Wellington, Ground & Level 1-2, 142-148 Flinders Street, Melbourne, 3000",-37.816583022870084, 144.97004285513282
1632892,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Flinders Street between Exhibition Street and Russell Street approximately 13m SW of The Duke Of Wellington, Ground & Level 1-2, 142-148 Flinders Street, Melbourne, 3000",-37.81658007382406, 144.97005475015698
1632893,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flinders Street between Exhibition Street and Russell Street approximately 10m East of Cento Mani, 2 Oliver Lane, Melbourne, 3000",-37.816471197874854, 144.97041465848338
1632895,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flinders Street between Exhibition Street and Russell Street approximately 7m SW of Unit 1, Ground, 100 Flinders Street, Melbourne, 3000",-37.81617056067789, 144.97143936594267
1633448,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Ron Barassi Senior Park,Outdoor Furniture,Drinking Fountain,"Ron Barassi Senior Park approximately 91m NE of 534 Docklands Drive, Docklands, 3008",-37.81714667057808, 144.93410355599931
1633449,Litter Bin - Stainless Steel 80 L Litter Bin - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,"Ron Barassi Senior Park approximately 92m NE of 534 Docklands Drive, Docklands, 3008",-37.8171559563673, 144.93412431285876
1633450,Litter Bin - Stainless Steel 80 L Litter Bin - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,Docklands Drive between Pearl River Road and Docklands Drive,-37.81652480137675, 144.93353518416123
1633451,Litter Bin - Stainless Steel 80 L Litter Bin - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,Docklands Drive between Pearl River Road and Docklands Drive,-37.81564535450922, 144.9352512727487
1633452,Litter Bin - Stainless Steel 80 L Litter Bin - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,"Docklands Drive between Docklands Drive and Western Link Road approximately 51m NE of 507 Docklands Drive, Docklands, 3008",-37.81662435191724, 144.93576835464498
1075872,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"La Trobe Street between Exhibition Street and Russell Street approximately 5m East of Tenancy 1, 46 La Trobe Street, Melbourne, 3000",-37.80838767331316, 144.9675481873825
1633453,Litter Bin - Stainless Steel 80 L Recycling Bin - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,"Docklands Drive between Docklands Drive and Western Link Road approximately 50m NE of 507 Docklands Drive, Docklands, 3008",-37.81662777370177, 144.9357579219142
1633454,Litter Bin - Stainless Steel 80 L Recycling Bin - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,"Ron Barassi Senior Park approximately 92m NE of 534 Docklands Drive, Docklands, 3008",-37.817153913426814, 144.93411573631818
1633455,Litter Bin - Stainless Steel 80 L Recycling Bin - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,Docklands Drive between Pearl River Road and Docklands Drive,-37.81564354014551, 144.9352608653985
1633457,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Docklands Drive between Docklands Drive and Western Link Road approximately 99m North of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.815982803631364, 144.93546486079154
1633458,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,Ron Barassi Senior Park,-37.81602533334218, 144.93441120013748
1633459,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,Ron Barassi Senior Park,-37.815954041648574, 144.93459562393008
1633460,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,Ron Barassi Senior Park,-37.815662622309524, 144.9351670710598
1633461,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,Docklands Studios Melbourne,-37.81614099683272, 144.93381272709874
1633462,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 27m NE of 534 Docklands Drive, Docklands, 3008",-37.81737949247961, 144.93343364653072
1633463,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Docklands Drive between Docklands Drive and Western Link Road approximately 74m NE of 507 Docklands Drive, Docklands, 3008",-37.81631923621529, 144.93567189038677
1633464,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 8m NE of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.816785487929856, 144.93520337260296
1633465,Seat - Straight Seat - Wooden Battens - Type 2 - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 28m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81692025147342, 144.93484587216076
1633468,Barbeque - Urban Design Double Hotplate - Ron Barassi Senior Park,Outdoor Furniture,Barbeque,"Ron Barassi Senior Park approximately 88m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.817081542493305, 144.93419238830614
1075381,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Queensberry Street between Lygon Street and Cardigan Street approximately 27m South of The Flora Corner, 102 Queensberry Street, Carlton, 3053",-37.804932730711364, 144.9655332706893
1075873,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Little Lonsdale Street between Queen Street and William Street approximately 32m West of Melbourne Childrens Court, 477 Little Lonsdale Street, Melbourne, 3000",-37.8125727248669, 144.95759452344913
1633471,Picnic Setting - Urban Design Style - Ron Barassi Senior Park,Outdoor Furniture,Picnic Setting,"Ron Barassi Senior Park approximately 86m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.817106461415584, 144.93423099869418
1633472,Picnic Setting - Urban Design Style - Ron Barassi Senior Park,Outdoor Furniture,Picnic Setting,"Ron Barassi Senior Park approximately 87m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81704315741718, 144.93419266326967
1633473,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (General Waste Bin) - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,"Ron Barassi Senior Park approximately 80m SW of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81711100242295, 144.93431005032187
1633474,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (General Waste Bin) - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,"Ron Barassi Senior Park approximately 79m SW of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.817104621177954, 144.93431102340753
1633475,Seat - Five Sided Platform - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 4m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.816838217529714, 144.9351063671795
1633476,Seat - Five Sided Platform - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 67m NE of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81634286910768, 144.93557035747142
1633477,Seat - Five Sided Platform - Ron Barassi Senior Park,Outdoor Furniture,Seat,Docklands Drive between Pearl River Road and Docklands Drive,-37.8163787112257, 144.93358594683008
1633478,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Docklands Drive between Docklands Drive and Western Link Road approximately 87m NE of 534 Docklands Drive, Docklands, 3008",-37.81723748173971, 144.9341071584501
1633479,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,Ron Barassi Senior Park,-37.81593700980552, 144.93464187816912
1633480,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 25m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81690850092744, 144.9348798247511
1633481,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,Ron Barassi Senior Park,-37.81604054769392, 144.93436408767968
1633483,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,Ron Barassi Senior Park,-37.81636052259338, 144.9338846473382
1633484,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Docklands Drive between Docklands Drive and Western Link Road approximately 90m NE of 534 Docklands Drive, Docklands, 3008",-37.81723234943576, 144.93413308846706
1633485,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,Ron Barassi Senior Park,-37.81631796236473, 144.9338575482906
1075392,Litter Bin - 55L Metal Bin Insert,Outdoor Furniture,Litter Bin,"Sturt Street between Southbank Boulevard and Grant Street approximately 26m West of Betwixt Cafe & Bar, Building 877, 45 Sturt Street, Southbank, 3006",-37.82463799292107, 144.96688246904262
1633486,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 5m North of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81679859962539, 144.93516995018055
1633487,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 58m NE of 507 Docklands Drive, Docklands, 3008",-37.81650839837156, 144.9357236466015
1633488,Seat - Timber Bench - Ron Barassi Senior Park,Outdoor Furniture,Seat,"Ron Barassi Senior Park approximately 8m West of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81684206149449, 144.93505320969882
1633489,Litter Bin - Stainless Steel 240L Three Tier Bin Corral (Recycle Bin) - Ron Barassi Senior Park,Outdoor Furniture,Litter Bin,"Ron Barassi Senior Park approximately 80m SW of Docklands Sports Club Cafe, Ron Barassi Senior Park, 492-534 Docklands Drive, Docklands, 3008",-37.81711710348868, 144.93430851705378
1633625,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Lonsdale Street between Swanston Street and Elizabeth Street approximately 12m NW of McDonalds, 275 Swanston Street, Melbourne, 3000",-37.811742138095276, 144.96452305449162
1633639,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Collins Street between King Street and Spencer Street approximately 5m NW of Buddabah, Tenancy 1-2, 567 Collins Street, Melbourne, 3000",-37.81870382301432, 144.955753659315
1633770,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,"Fawkner Park approximately 50m South of The Tilba Hotel, 30W Toorak Road, South Yarra, 3141",-37.83764032442782, 144.97832730893413
1633771,Seat - Straight Seat - Wooden Battens - Type 2 - Fawkner Park,Outdoor Furniture,Seat,"Fawkner Park approximately 62m South of 42W Toorak Road, South Yarra, 3141",-37.8378113488417, 144.97878807262626
1633818,Seat - Straight Seat - Wooden Battens - Type 2 - Sturt Street Reserve,Outdoor Furniture,Seat,Sturt Street Reserve,-37.829992446957654, 144.96476170629808
1633819,Seat - Straight Seat - Wooden Battens - Type 2 - Sturt Street Reserve,Outdoor Furniture,Seat,Sturt Street Reserve,-37.8297451254693, 144.96459262098813
1633820,Seat - Straight Seat - Wooden Battens - Type 2 - Sturt Street Reserve,Outdoor Furniture,Seat,Sturt Street Reserve,-37.82967213683541, 144.9645773568123
1633821,Seat - Straight Seat - Wooden Battens - Type 2 - Sturt Street Reserve,Outdoor Furniture,Seat,Sturt Street Reserve,-37.82959416155349, 144.96493046664668
1633961,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Queen Victoria Market approximately 21m NW of Offal And Transport Shed, Offal And Transport Shed, Queen Victoria Market, Therry Street, Melbourne, 3000",-37.806767445455606, 144.95830150362332
1634223,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rathdowne Street between Neill Street and Princes Street approximately 24m North of Family Services @ Carlton Baths, 216 Rathdowne Street, Carlton, 3053",-37.79358377470055, 144.97131293567847
1634438,Litter Bin - Steel 80 L Litter Bin - Birrarung Marr,Outdoor Furniture,Litter Bin,"Birrarung Marr approximately 27m North of Artplay, Artplay, Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.81805343456282, 144.971656484732
1634439,Litter Bin - Steel 80 L Recycling Bin - Birrarung Marr,Outdoor Furniture,Litter Bin,"Birrarung Marr approximately 28m North of Artplay, Artplay, Birrarung Marr, Batman Avenue, Melbourne, 3000",-37.818050718420295, 144.97166621514484
1634442,Seat - Straight Seat - Wooden Battens - Type 2 - Kings Domain,Outdoor Furniture,Seat,"Kings Domain approximately 73m NE of Marquis of Linlithgow Memorial Reserve, St Kilda Road, Melbourne, 3004",-37.82636504795323, 144.97260742529988
1637078,Seat - Stainless Steel Bench - Docklands,Outdoor Furniture,Seat,"The Gauge Site approximately 4m NE of Sunny Asian Grocery, 69 Merchant Street, Docklands, 3008",-37.820379981414966, 144.94390567159263
1637079,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"The Gauge Site approximately 8m SE of Shinsei Fish And Sushi, Kiosk 1, 67 Merchant Street, Docklands, 3008",-37.820534810037884, 144.94397317259134
1637080,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Merchant Street between Bourke Street and Collins Street approximately 13m SE of Docklands Dental Studio Pty Ltd, 57 Merchant Street, Docklands, 3008",-37.820832293647854, 144.9441180559798
1637082,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Intersection of Collins Street and Harbour Esplanade approximately 38m North of Docklands Park, 1-91 Harbour Esplanade, Docklands, 3008",-37.82098073356934, 144.9471766072335
1637508,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"Village Street between Collins Street and McCrae Street approximately 49m North of 7 Brentani Way, Docklands, 3008",-37.82089411224271, 144.95071915610671
1637509,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Village Street between Collins Street and McCrae Street approximately 20m South of 44 Village Street, Docklands, 3008",-37.82036641670924, 144.95029126482993
1637510,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Village Street between Collins Street and McCrae Street approximately 19m SE of Tribute Boxing, 43 Village Street, Docklands, 3008",-37.820356209823615, 144.95028473097386
1637942,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Cardigan Street and Swanston Street approximately 26m East of VCS Foundation Ltd, Ground, 265 Faraday Street, Carlton, 3053",-37.798559360854995, 144.9652116230041
1637943,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Cardigan Street and Swanston Street approximately 27m South of 260 Faraday Street, Carlton, 3053",-37.798559933134555, 144.96522909718615
1639260,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Cardigan Street and Pelham Street approximately 37m SE of University Meat, Ground & Level 1, 88 Pelham Street, Carlton, 3053",-37.80263686612469, 144.96523975687606
1639728,Litter Bin - Stainless Steel 80 L Litter Bin - Point Park,Outdoor Furniture,Litter Bin,Point Park,-37.82399033234878, 144.9424604490591
1639729,Litter Bin - Steel 80 L Recycling Bin - Point Park,Outdoor Furniture,Litter Bin,Point Park,-37.82398610760807, 144.94245590841848
1639731,Seat - Stainless Steel Bench - Docklands - Point Park,Outdoor Furniture,Seat,"Point Park approximately 18m West of 122 River Esplanade, Docklands, 3008",-37.823715303965145, 144.9427704010914
1639775,Drinking Fountain - Stainless Steel Drinking Fountain - Leaf Type - Eastwood and Rankins Park,Outdoor Furniture,Drinking Fountain,Eastwood and Rankins Road Reserve,-37.79407412774661, 144.93082898880024
1639776,Litter Bin - Steel 80 L Litter Bin - Eastwood and Rankins Park,Outdoor Furniture,Litter Bin,"Rankins Road between Robertson Street and Macaulay Road approximately 19m West of Crumbs Organic Bakehouse, 169 Rankins Road, Kensington, 3031",-37.794266513244985, 144.93086915986487
1639777,Litter Bin - Steel 80 L Recycling Bin - Eastwood and Rankins Park,Outdoor Furniture,Litter Bin,"Rankins Road between Robertson Street and Macaulay Road approximately 19m West of Crumbs Organic Bakehouse, 169 Rankins Road, Kensington, 3031",-37.7942605983257, 144.93087102835108
1639778,Seat - Metal Seat - Eastwood and Rankins Park,Outdoor Furniture,Seat,Eastwood and Rankins Road Reserve,-37.79368348575775, 144.93087611471893
1639779,Seat - Straight Seat - Wooden Battens - Type 2 - Eastwood and Rankins Park,Outdoor Furniture,Seat,"Eastwood and Rankins Road Reserve approximately 34m West of 147 Rankins Road, Kensington, 3031",-37.79355690424033, 144.9308267263275
1639780,Seat - Straight Seat - Wooden Battens - Type 2 - Eastwood and Rankins Park,Outdoor Furniture,Seat,"Eastwood and Rankins Road Reserve approximately 26m West of 165 Rankins Road, Kensington, 3031",-37.794103483973416, 144.93082260511358
1639781,Seat - Timber Bench - Eastwood and Rankins Park,Outdoor Furniture,Seat,"Eastwood and Rankins Road Reserve approximately 21m West of 165 Rankins Road, Kensington, 3031",-37.79415793843368, 144.93088036579456
1639782,Seat - Timber Bench - Eastwood and Rankins Park,Outdoor Furniture,Seat,"Eastwood and Rankins Road Reserve approximately 21m West of 165 Rankins Road, Kensington, 3031",-37.794136375362434, 144.9308738129385
1639836,Seat - Flat Bench Seat - L Shaped,Outdoor Furniture,Seat,"Royal Parade between Grattan Street and Story Street approximately 36m South of The Ultrasound Education Group/Department Of Surgery (RMH), Centre for Medical Research, 1C Royal Parade, Parkville, 3050",-37.79922603056318, 144.95730327870317
1639837,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Royal Parade between Grattan Street and Story Street approximately 34m South of The Ultrasound Education Group/Department Of Surgery (RMH), Centre for Medical Research, 1C Royal Parade, Parkville, 3050",-37.79920546450684, 144.95730736600478
1641986,Seat - Flat Bench Seat - L Shaped,Outdoor Furniture,Seat,"Grattan Street between Flemington Road and Elizabeth Street approximately 7m NW of Healthsmart Pharmacy Vccc, 311 Grattan Street, Melbourne, 3000",-37.79971609397699, 144.95650874071833
1641988,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Grattan Street between Flemington Road and Elizabeth Street approximately 20m West of Healthsmart Pharmacy Vccc, 311 Grattan Street, Melbourne, 3000",-37.79969674288171, 144.95636992086008
1641989,Seat - Flat Bench Seat - L Shaped,Outdoor Furniture,Seat,"Grattan Street between Flemington Road and Elizabeth Street approximately 29m West of Healthsmart Pharmacy Vccc, 311 Grattan Street, Melbourne, 3000",-37.79968374096533, 144.9562594327022
1641990,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Queen Victoria Market approximately 35m NE of Market Espresso & Trolley Hire, Trolley Hire, Queen Victoria Market, Victoria Street, Melbourne, 3000",-37.807745434587126, 144.95793960456695
1641999,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Franklin Street between Victoria Street and Swanston Street approximately 41m South of Panda Hot Pot, 96-100 Victoria Street, Carlton, 3053",-37.80700607212203, 144.96401613562733
1642004,Seat - Flat Bench Seat - L Shaped,Outdoor Furniture,Seat,"Grattan Street between Flemington Road and Elizabeth Street approximately 7m NW of Think Asia VCCC, 323 Grattan Street, Melbourne, 3000",-37.79964160447297, 144.9558462828083
1642668,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"City Road between Kings Way and Clarke Street approximately 29m NE of A Treat of France, 269 City Road, Southbank, 3006",-37.826795930129535, 144.95925586755874
1642673,Seat - Stainless Steel Seat - Fixed,Outdoor Furniture,Seat,"City Road between Kings Way and Clarke Street approximately 24m SE of Zen Gaming Lounge, 280 City Road, Southbank, 3006",-37.826639525869844, 144.95941412309986
1642675,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Queens Bridge Street between Queens Bridge and Power Street approximately 23m NW of Schiavello Furniture, 7 Power Street, Southbank, 3006",-37.82304038403119, 144.9610247074256
1075874,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Nicholson Street between Kay Street and Princes Street approximately 4m NE of Maric Goya Natural Therapies, Ground, 239 Nicholson Street, Carlton, 3053",-37.794381225203594, 144.97535025449582
1075875,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Nicholson Street between Kay Street and Princes Street approximately 7m East of 2 Kay Street, Carlton, 3053",-37.795249799324274, 144.97520445773318
1643003,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Sturt Street between Miles Street and Coventry Street approximately 9m NE of Sturt Street Reserve, 276-280 Sturt Street, Southbank, 3006",-37.82988628133822, 144.96529829098404
1643004,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Sturt Street between Miles Street and Coventry Street approximately 10m NE of Sturt Street Reserve, 276-280 Sturt Street, Southbank, 3006",-37.82987279937396, 144.9652951391791
1643005,Litter Bin - Stainless Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Kings Way between City Road and Whiteman Street approximately 21m NW of Burgertory, 248 City Road, Southbank, 3006",-37.82557134488004, 144.95970417487925
1643006,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Kings Way between City Road and Whiteman Street approximately 24m NW of Burgertory, 248 City Road, Southbank, 3006",-37.825551424386624, 144.9596779111199
1643455,Litter Bin - Steel 80 L Recycling Bin,Outdoor Furniture,Litter Bin,"Haines Street between Curzon Street and Abbotsford Street approximately 3m South of Quick7 Convenience, 46 Haines Street, North Melbourne, 3051",-37.798377234069946, 144.9465886018836
1643456,Seat - Metal Seat,Outdoor Furniture,Seat,"Franklin Street between Victoria Street and Swanston Street approximately 40m South of Panda Hot Pot, 96-100 Victoria Street, Carlton, 3053",-37.8069995134507, 144.96404334867213
1643461,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Mill Place from Flinders Lane approximately 39m SE of The Sebel Melbourne - Flinders Lane, Pt Bmt, Gnd & Flr 1-10, 321 Flinders Lane, Melbourne, 3000",-37.81772465400912, 144.96394272012165
1643462,Seat - Stainless Steel Straight Seat,Outdoor Furniture,Seat,"Mill Place from Flinders Lane approximately 28m South of Esperienza, 308 Flinders Lane, Melbourne, 3000",-37.81758427313117, 144.96391795036186
1075407,Litter Bin - 55L Metal Bin Insert,Outdoor Furniture,Litter Bin,"City Road between Balston Street and Kings Way approximately 15m East of City Road Park, 135 Queens Bridge Street, Southbank, 3006",-37.825445063088225, 144.96049839160438
